treat	bias	n	k	subject	market	indexed	period	price	p1	p2	p3	p4
t4	u	6	6	16	3	T	39	0.125	0.8	0.9	0.8	0.8
t4	u	6	6	5	3	T	39	0.5	0.2	0.2	0.2	0.1
t4	u	6	6	11	3	T	39	0.575	0.6	0.4	0.5	0.4
t4	u	6	6	9	3	T	39	1	0.1	0.1	0.1	0.1
t4	u	6	6	17	3	T	39	1	0.6	0.5	0.5	0.5
t4	u	6	6	18	3	T	39	1	0.1	0.1	0.1	0.1
t4	u	6	6	18	1	T	40	0.099	0.1	0.1	0.1	0.1
t4	u	6	6	12	1	T	40	0.15	0.4	0.4	0.3	0.4
t4	u	6	6	15	1	T	40	0.234	0.5	0.4	0.5	0.2
t4	u	6	6	6	1	T	40	0.287	0.8	0.8	0.8	0.8
t4	u	6	6	3	1	T	40	0.4	0.6	0.4	0.5	0.6
t4	u	6	6	2	1	T	40	1	0.4	0.5	0.5	0.6
t4	u	6	6	5	2	T	40	0.14	0.2	0.2	0.2	0.1
t4	u	6	6	14	2	T	40	0.5	0.7	0.8	0.8	0.6
t4	u	6	6	16	2	T	40	0.95	0.8	0.9	0.8	0.8
t4	u	6	6	8	2	T	40	1	0.1	0.1	0.1	0.1
t4	u	6	6	11	2	T	40	1	0.6	0.4	0.5	0.4
t4	u	6	6	17	2	T	40	1	0.6	0.5	0.5	0.5
t4	u	6	6	10	3	T	40	0.19	0.3	0.3	0.3	0.3
t4	u	6	6	13	3	T	40	0.243	0.7	0.7	0.7	0.7
t4	u	6	6	4	3	T	40	0.742	0.4	0.4	0.4	0.3
t4	u	6	6	1	3	T	40	1	0.5	0.5	0.1	0.1
t4	u	6	6	7	3	T	40	1	0.6	0.5	0.5	0.7
t4	u	6	6	9	3	T	40	1	0.1	0.1	0.1	0.1
t4	u	6	6	6	1	T	41	0.5	0.8	0.8	0.8	0.8
t4	u	6	6	7	1	T	41	1	0.6	0.5	0.5	0.7
t4	u	6	6	10	1	T	41	1	0.3	0.3	0.3	0.3
t4	u	6	6	15	1	T	41	1	0.5	0.4	0.5	0.2
t4	u	6	6	17	1	T	41	1	0.6	0.5	0.5	0.5
t4	u	6	6	18	1	T	41	1	0.1	0.1	0.1	0.1
t4	u	6	6	5	2	T	41	0.125	0.2	0.2	0.2	0.1
t4	u	6	6	13	2	T	41	0.134	0.7	0.7	0.7	0.7
t4	u	6	6	4	2	T	41	0.713	0.4	0.4	0.4	0.3
t4	u	6	6	16	2	T	41	0.98	0.8	0.9	0.8	0.8
t4	u	6	6	8	2	T	41	1	0.1	0.1	0.1	0.1
t4	u	6	6	9	2	T	41	1	0.1	0.1	0.1	0.1
t4	u	6	6	14	3	T	41	0.15	0.7	0.8	0.8	0.6
t4	u	6	6	2	3	T	41	0.72	0.4	0.5	0.5	0.6
t4	u	6	6	12	3	T	41	0.895	0.4	0.4	0.3	0.4
t4	u	6	6	1	3	T	41	1	0.5	0.5	0.1	0.1
t4	u	6	6	3	3	T	41	1	0.6	0.4	0.5	0.6
t4	u	6	6	11	3	T	41	1	0.6	0.4	0.5	0.4
t4	u	6	6	10	1	T	42	0.19	0.3	0.3	0.3	0.3
t4	u	6	6	6	1	T	42	0.214	0.8	0.8	0.8	0.8
t4	u	6	6	18	1	T	42	0.3	0.1	0.1	0.1	0.1
t4	u	6	6	4	1	T	42	0.812	0.4	0.4	0.4	0.3
t4	u	6	6	12	1	T	42	0.895	0.4	0.4	0.3	0.4
t4	u	6	6	2	1	T	42	1	0.4	0.5	0.5	0.6
t4	u	6	6	16	2	T	42	0.124	0.8	0.9	0.8	0.8
t4	u	6	6	3	2	T	42	0.145	0.6	0.4	0.5	0.6
t4	u	6	6	7	2	T	42	0.193	0.6	0.5	0.5	0.7
t4	u	6	6	11	2	T	42	0.7	0.6	0.4	0.5	0.4
t4	u	6	6	13	2	T	42	1	0.7	0.7	0.7	0.7
t4	u	6	6	15	2	T	42	1	0.5	0.4	0.5	0.2
t4	u	6	6	5	3	T	42	0.13	0.2	0.2	0.2	0.1
t4	u	6	6	14	3	T	42	0.22	0.7	0.8	0.8	0.6
t4	u	6	6	1	3	T	42	1	0.5	0.5	0.1	0.1
t4	u	6	6	8	3	T	42	1	0.1	0.1	0.1	0.1
t4	u	6	6	9	3	T	42	1	0.1	0.1	0.1	0.1
t4	u	6	6	17	3	T	42	1	0.6	0.5	0.5	0.5
t4	u	6	6	10	1	T	43	0.19	0.3	0.3	0.3	0.3
t4	u	6	6	16	1	T	43	0.975	0.8	0.9	0.8	0.8
t4	u	6	6	1	1	T	43	1	0.5	0.5	0.1	0.1
t4	u	6	6	9	1	T	43	1	0.1	0.1	0.1	0.1
t4	u	6	6	13	1	T	43	1	0.7	0.7	0.7	0.7
t4	u	6	6	18	1	T	43	1	0.1	0.1	0.1	0.1
t4	u	6	6	5	2	T	43	0.145	0.2	0.2	0.2	0.1
t4	u	6	6	2	2	T	43	0.5	0.4	0.5	0.5	0.6
t4	u	6	6	14	2	T	43	0.7	0.7	0.8	0.8	0.6
t4	u	6	6	12	2	T	43	0.895	0.4	0.4	0.3	0.4
t4	u	6	6	6	2	T	43	0.99	0.8	0.8	0.8	0.8
t4	u	6	6	8	2	T	43	1	0.1	0.1	0.1	0.1
t4	u	6	6	11	3	T	43	0.45	0.6	0.4	0.5	0.4
t4	u	6	6	4	3	T	43	0.723	0.4	0.4	0.4	0.3
t4	u	6	6	3	3	T	43	1	0.6	0.4	0.5	0.6
t4	u	6	6	7	3	T	43	1	0.6	0.5	0.5	0.7
t4	u	6	6	15	3	T	43	1	0.5	0.4	0.5	0.2
t4	u	6	6	17	3	T	43	1	0.6	0.5	0.5	0.5
t4	u	6	6	6	1	T	44	0.12	0.8	0.8	0.8	0.8
t4	u	6	6	13	1	T	44	0.12	0.7	0.7	0.7	0.7
t4	u	6	6	14	1	T	44	0.159	0.7	0.8	0.8	0.6
t4	u	6	6	18	1	T	44	0.189	0.1	0.1	0.1	0.1
t4	u	6	6	16	1	T	44	1	0.8	0.9	0.8	0.8
t4	u	6	6	17	1	T	44	1	0.6	0.5	0.5	0.5
t4	u	6	6	7	2	T	44	0.193	0.6	0.5	0.5	0.7
t4	u	6	6	10	2	T	44	0.25	0.3	0.3	0.3	0.3
t4	u	6	6	12	2	T	44	0.925	0.4	0.4	0.3	0.4
t4	u	6	6	1	2	T	44	1	0.5	0.5	0.1	0.1
t4	u	6	6	8	2	T	44	1	0.1	0.1	0.1	0.1
t4	u	6	6	11	2	T	44	1	0.6	0.4	0.5	0.4
t4	u	6	6	5	3	T	44	0.15	0.2	0.2	0.2	0.1
t4	u	6	6	3	3	T	44	0.4	0.6	0.4	0.5	0.6
t4	u	6	6	4	3	T	44	0.632	0.4	0.4	0.4	0.3
t4	u	6	6	2	3	T	44	0.75	0.4	0.5	0.5	0.6
t4	u	6	6	9	3	T	44	1	0.1	0.1	0.1	0.1
t4	u	6	6	15	3	T	44	1	0.5	0.4	0.5	0.2
t4	u	6	6	5	1	T	45	0.155	0.2	0.2	0.2	0.1
t4	u	6	6	4	1	T	45	0.702	0.4	0.4	0.4	0.3
t4	u	6	6	3	1	T	45	1	0.6	0.4	0.5	0.6
t4	u	6	6	7	1	T	45	1	0.6	0.5	0.5	0.7
t4	u	6	6	13	1	T	45	1	0.7	0.7	0.7	0.7
t4	u	6	6	16	1	T	45	1	0.8	0.9	0.8	0.8
t4	u	6	6	6	2	T	45	0.019	0.8	0.8	0.8	0.8
t4	u	6	6	8	2	T	45	0.16	0.1	0.1	0.1	0.1
t4	u	6	6	15	2	T	45	0.249	0.5	0.4	0.5	0.2
t4	u	6	6	2	2	T	45	0.999	0.4	0.5	0.5	0.6
t4	u	6	6	1	2	T	45	1	0.5	0.5	0.1	0.1
t4	u	6	6	18	2	T	45	1	0.1	0.1	0.1	0.1
t4	u	6	6	10	3	T	45	0.19	0.3	0.3	0.3	0.3
t4	u	6	6	11	3	T	45	0.575	0.6	0.4	0.5	0.4
t4	u	6	6	12	3	T	45	0.95	0.4	0.4	0.3	0.4
t4	u	6	6	9	3	T	45	1	0.1	0.1	0.1	0.1
t4	u	6	6	14	3	T	45	1	0.7	0.8	0.8	0.6
t4	u	6	6	17	3	T	45	1	0.6	0.5	0.5	0.5
t4	u	6	6	6	1	T	46	0.156	0.8	0.8	0.8	0.8
t4	u	6	6	4	1	T	46	0.702	0.4	0.4	0.4	0.3
t4	u	6	6	12	1	T	46	0.993	0.4	0.4	0.3	0.4
t4	u	6	6	1	1	T	46	1	0.5	0.5	0.1	0.1
t4	u	6	6	16	1	T	46	1	0.8	0.9	0.8	0.8
t4	u	6	6	18	1	T	46	1	0.1	0.1	0.1	0.1
t4	u	6	6	13	2	T	46	0.112	0.7	0.7	0.7	0.7
t4	u	6	6	7	2	T	46	0.193	0.6	0.5	0.5	0.7
t4	u	6	6	15	2	T	46	0.249	0.5	0.4	0.5	0.2
t4	u	6	6	8	2	T	46	1	0.1	0.1	0.1	0.1
t4	u	6	6	11	2	T	46	1	0.6	0.4	0.5	0.4
t4	u	6	6	14	2	T	46	1	0.7	0.8	0.8	0.6
t4	u	6	6	3	3	T	46	0.15	0.6	0.4	0.5	0.6
t4	u	6	6	5	3	T	46	0.17	0.2	0.2	0.2	0.1
t4	u	6	6	10	3	T	46	0.2	0.3	0.3	0.3	0.3
t4	u	6	6	2	3	T	46	1	0.4	0.5	0.5	0.6
t4	u	6	6	9	3	T	46	1	0.1	0.1	0.1	0.1
t4	u	6	6	17	3	T	46	1	0.6	0.5	0.5	0.5
t4	u	6	6	5	1	T	47	0.16	0.2	0.2	0.2	0.1
t4	u	6	6	14	1	T	47	0.16	0.7	0.8	0.8	0.6
t4	u	6	6	6	1	T	47	0.64	0.8	0.8	0.8	0.8
t4	u	6	6	2	1	T	47	0.85	0.4	0.5	0.5	0.6
t4	u	6	6	7	1	T	47	1	0.6	0.5	0.5	0.7
t4	u	6	6	15	1	T	47	1	0.5	0.4	0.5	0.2
t4	u	6	6	10	2	T	47	0.1	0.3	0.3	0.3	0.3
t4	u	6	6	11	2	T	47	0.357	0.6	0.4	0.5	0.4
t4	u	6	6	12	2	T	47	0.993	0.4	0.4	0.3	0.4
t4	u	6	6	1	2	T	47	1	0.5	0.5	0.1	0.1
t4	u	6	6	3	2	T	47	1	0.6	0.4	0.5	0.6
t4	u	6	6	17	2	T	47	1	0.6	0.5	0.5	0.5
t4	u	6	6	18	3	T	47	0.148	0.1	0.1	0.1	0.1
t4	u	6	6	4	3	T	47	0.702	0.4	0.4	0.4	0.3
t4	u	6	6	8	3	T	47	1	0.1	0.1	0.1	0.1
t4	u	6	6	9	3	T	47	1	0.1	0.1	0.1	0.1
t4	u	6	6	13	3	T	47	1	0.7	0.7	0.7	0.7
t4	u	6	6	16	3	T	47	1	0.8	0.9	0.8	0.8
t4	u	6	6	3	1	T	48	0.15	0.6	0.4	0.5	0.6
t4	u	6	6	18	1	T	48	0.258	0.1	0.1	0.1	0.1
t4	u	6	6	4	1	T	48	0.702	0.4	0.4	0.4	0.3
t4	u	6	6	2	1	T	48	1	0.4	0.5	0.5	0.6
t4	u	6	6	5	1	T	48	1	0.2	0.2	0.2	0.1
t4	u	6	6	16	1	T	48	1	0.8	0.9	0.8	0.8
t4	u	6	6	11	2	T	48	0.45	0.6	0.4	0.5	0.4
t4	u	6	6	6	2	T	48	0.499	0.8	0.8	0.8	0.8
t4	u	6	6	12	2	T	48	0.999	0.4	0.4	0.3	0.4
t4	u	6	6	9	2	T	48	1	0.1	0.1	0.1	0.1
t4	u	6	6	10	2	T	48	1	0.3	0.3	0.3	0.3
t4	u	6	6	17	2	T	48	1	0.6	0.5	0.5	0.5
t4	u	6	6	13	3	T	48	0.119	0.7	0.7	0.7	0.7
t4	u	6	6	14	3	T	48	0.159	0.7	0.8	0.8	0.6
t4	u	6	6	1	3	T	48	1	0.5	0.5	0.1	0.1
t4	u	6	6	7	3	T	48	1	0.6	0.5	0.5	0.7
t4	u	6	6	8	3	T	48	1	0.1	0.1	0.1	0.1
t4	u	6	6	15	3	T	48	1	0.5	0.4	0.5	0.2
t4	u	6	6	18	1	T	49	0.142	0.1	0.1	0.1	0.1
t4	u	6	6	10	1	T	49	0.19	0.3	0.3	0.3	0.3
t4	u	6	6	3	1	T	49	1	0.6	0.4	0.5	0.6
t4	u	6	6	9	1	T	49	1	0.1	0.1	0.1	0.1
t4	u	6	6	14	1	T	49	1	0.7	0.8	0.8	0.6
t4	u	6	6	16	1	T	49	1	0.8	0.9	0.8	0.8
t4	u	6	6	4	2	T	49	0.625	0.4	0.4	0.4	0.3
t4	u	6	6	5	2	T	49	0.9	0.2	0.2	0.2	0.1
t4	u	6	6	12	2	T	49	0.996	0.4	0.4	0.3	0.4
t4	u	6	6	1	2	T	49	1	0.5	0.5	0.1	0.1
t4	u	6	6	7	2	T	49	1	0.6	0.5	0.5	0.7
t4	u	6	6	13	2	T	49	1	0.7	0.7	0.7	0.7
t4	u	6	6	6	3	T	49	0.33	0.8	0.8	0.8	0.8
t4	u	6	6	11	3	T	49	0.45	0.6	0.4	0.5	0.4
t4	u	6	6	2	3	T	49	0.55	0.4	0.5	0.5	0.6
t4	u	6	6	8	3	T	49	1	0.1	0.1	0.1	0.1
t4	u	6	6	15	3	T	49	1	0.5	0.4	0.5	0.2
t4	u	6	6	17	3	T	49	1	0.6	0.5	0.5	0.5
t4	u	6	6	5	1	T	50	0.155	0.2	0.2	0.2	0.1
t4	u	6	6	13	1	T	50	0.376	0.7	0.7	0.7	0.7
t4	u	6	6	1	1	T	50	1	0.5	0.5	0.1	0.1
t4	u	6	6	2	1	T	50	1	0.4	0.5	0.5	0.6
t4	u	6	6	15	1	T	50	1	0.5	0.4	0.5	0.2
t4	u	6	6	17	1	T	50	1	0.6	0.5	0.5	0.5
t4	u	6	6	3	2	T	50	0.14	0.6	0.4	0.5	0.6
t4	u	6	6	7	2	T	50	0.193	0.6	0.5	0.5	0.7
t4	u	6	6	4	2	T	50	0.635	0.4	0.4	0.4	0.3
t4	u	6	6	12	2	T	50	0.989	0.4	0.4	0.3	0.4
t4	u	6	6	8	2	T	50	1	0.1	0.1	0.1	0.1
t4	u	6	6	9	2	T	50	1	0.1	0.1	0.1	0.1
t4	u	6	6	10	3	T	50	0.19	0.3	0.3	0.3	0.3
t4	u	6	6	18	3	T	50	0.198	0.1	0.1	0.1	0.1
t4	u	6	6	6	3	T	50	0.25	0.8	0.8	0.8	0.8
t4	u	6	6	14	3	T	50	0.65	0.7	0.8	0.8	0.6
t4	u	6	6	11	3	T	50	1	0.6	0.4	0.5	0.4
t4	u	6	6	16	3	T	50	1	0.8	0.9	0.8	0.8
t5	u	6	4	17	1	F	1	0.799	1	0.9	0.8	0.7
t5	u	6	4	16	1	F	1	1	0.4	0.5	0.6	0.5
t5	u	6	4	1	1	T	1	0.45	0.5	0.5	0.5	0.5
t5	u	6	4	15	1	T	1	0.45	0.6	0.4	0.5	0.3
t5	u	6	4	14	1	T	1	0.499	0.5	0.4	0.2	0.1
t5	u	6	4	2	1	T	1	0.505	0.5	0.5	0.3	0.1
t5	u	6	4	4	2	F	1	0.35	0.5	0.3	0.2	0.5
t5	u	6	4	10	2	F	1	0.8	0.4	0.3	0.5	0.4
t5	u	6	4	7	2	T	1	0.35	1	0.5	0.6	0.1
t5	u	6	4	11	2	T	1	0.45	0.5	0.6	0.3	0.4
t5	u	6	4	12	2	T	1	0.475	0.7	0.6	0.8	0.5
t5	u	6	4	18	2	T	1	0.6	0.9	1	1	1
t5	u	6	4	6	3	F	1	0.35	0.7	0.5	0.6	0.7
t5	u	6	4	9	3	F	1	0.55	0.6	0.7	0.8	0.8
t5	u	6	4	3	3	T	1	0.2	0.9	1	0.9	0.8
t5	u	6	4	8	3	T	1	0.35	0.7	0.7	0.6	0.5
t5	u	6	4	5	3	T	1	0.45	0.9	0.5	0.9	1
t5	u	6	4	13	3	T	1	0.55	1	0.9	0.5	0.1
t5	u	6	4	18	1	F	2	0.4	0.9	1	1	1
t5	u	6	4	12	1	F	2	0.585	0.7	0.6	0.8	0.5
t5	u	6	4	14	1	T	2	0.399	0.5	0.4	0.2	0.1
t5	u	6	4	1	1	T	2	0.425	0.5	0.5	0.5	0.5
t5	u	6	4	2	1	T	2	0.449	0.5	0.5	0.3	0.1
t5	u	6	4	8	1	T	2	0.65	0.7	0.7	0.6	0.5
t5	u	6	4	3	2	F	2	0.325	0.9	1	0.9	0.8
t5	u	6	4	10	2	F	2	0.5	0.4	0.3	0.5	0.4
t5	u	6	4	9	2	T	2	0.25	0.6	0.7	0.8	0.8
t5	u	6	4	15	2	T	2	0.475	0.6	0.4	0.5	0.3
t5	u	6	4	17	2	T	2	0.595	1	0.9	0.8	0.7
t5	u	6	4	13	2	T	2	0.75	1	0.9	0.5	0.1
t5	u	6	4	4	3	F	2	0.4	0.5	0.3	0.2	0.5
t5	u	6	4	11	3	F	2	0.65	0.5	0.6	0.3	0.4
t5	u	6	4	6	3	T	2	0.345	0.7	0.5	0.6	0.7
t5	u	6	4	5	3	T	2	0.452	0.9	0.5	0.9	1
t5	u	6	4	7	3	T	2	0.5	1	0.5	0.6	0.1
t5	u	6	4	16	3	T	2	0.5	0.4	0.5	0.6	0.5
t5	u	6	4	7	1	F	3	0.425	1	0.5	0.6	0.1
t5	u	6	4	6	1	F	3	0.475	0.7	0.5	0.6	0.7
t5	u	6	4	9	1	T	3	0.3	0.6	0.7	0.8	0.8
t5	u	6	4	4	1	T	3	0.45	0.5	0.3	0.2	0.5
t5	u	6	4	5	1	T	3	0.455	0.9	0.5	0.9	1
t5	u	6	4	10	1	T	3	0.7	0.4	0.3	0.5	0.4
t5	u	6	4	3	2	F	3	0.275	0.9	1	0.9	0.8
t5	u	6	4	13	2	F	3	0.999	1	0.9	0.5	0.1
t5	u	6	4	2	2	T	3	0.3	0.5	0.5	0.3	0.1
t5	u	6	4	11	2	T	3	0.525	0.5	0.6	0.3	0.4
t5	u	6	4	15	2	T	3	0.61	0.6	0.4	0.5	0.3
t5	u	6	4	16	2	T	3	1	0.4	0.5	0.6	0.5
t5	u	6	4	14	3	F	3	0.25	0.5	0.4	0.2	0.1
t5	u	6	4	17	3	F	3	0.315	1	0.9	0.8	0.7
t5	u	6	4	18	3	T	3	0.3	0.9	1	1	1
t5	u	6	4	8	3	T	3	0.35	0.7	0.7	0.6	0.5
t5	u	6	4	1	3	T	3	0.475	0.5	0.5	0.5	0.5
t5	u	6	4	12	3	T	3	0.49	0.7	0.6	0.8	0.5
t5	u	6	4	3	1	F	4	0.175	0.9	1	0.9	0.8
t5	u	6	4	2	1	F	4	0.85	0.5	0.5	0.3	0.1
t5	u	6	4	14	1	T	4	0.1	0.5	0.4	0.2	0.1
t5	u	6	4	11	1	T	4	0.35	0.5	0.6	0.3	0.4
t5	u	6	4	1	1	T	4	0.4	0.5	0.5	0.5	0.5
t5	u	6	4	9	1	T	4	0.4	0.6	0.7	0.8	0.8
t5	u	6	4	13	2	F	4	0.25	1	0.9	0.5	0.1
t5	u	6	4	7	2	F	4	0.35	1	0.5	0.6	0.1
t5	u	6	4	18	2	T	4	0.3	0.9	1	1	1
t5	u	6	4	4	2	T	4	0.6	0.5	0.3	0.2	0.5
t5	u	6	4	8	2	T	4	0.725	0.7	0.7	0.6	0.5
t5	u	6	4	16	2	T	4	1	0.4	0.5	0.6	0.5
t5	u	6	4	12	3	F	4	0.515	0.7	0.6	0.8	0.5
t5	u	6	4	10	3	F	4	1	0.4	0.3	0.5	0.4
t5	u	6	4	5	3	T	4	0.454	0.9	0.5	0.9	1
t5	u	6	4	17	3	T	4	0.485	1	0.9	0.8	0.7
t5	u	6	4	15	3	T	4	0.7	0.6	0.4	0.5	0.3
t5	u	6	4	6	3	T	4	0.75	0.7	0.5	0.6	0.7
t5	u	6	4	4	1	F	5	0.325	0.5	0.3	0.2	0.5
t5	u	6	4	13	1	F	5	1	1	0.9	0.5	0.1
t5	u	6	4	2	1	T	5	0.25	0.5	0.5	0.3	0.1
t5	u	6	4	17	1	T	5	0.405	1	0.9	0.8	0.7
t5	u	6	4	15	1	T	5	0.59	0.6	0.4	0.5	0.3
t5	u	6	4	12	1	T	5	0.795	0.7	0.6	0.8	0.5
t5	u	6	4	5	2	F	5	0.47	0.9	0.5	0.9	1
t5	u	6	4	16	2	F	5	1	0.4	0.5	0.6	0.5
t5	u	6	4	14	2	T	5	0.35	0.5	0.4	0.2	0.1
t5	u	6	4	8	2	T	5	0.59	0.7	0.7	0.6	0.5
t5	u	6	4	18	2	T	5	0.7	0.9	1	1	1
t5	u	6	4	6	2	T	5	0.8	0.7	0.5	0.6	0.7
t5	u	6	4	3	3	F	5	0.39	0.9	1	0.9	0.8
t5	u	6	4	10	3	F	5	0.8	0.4	0.3	0.5	0.4
t5	u	6	4	7	3	T	5	0.3	1	0.5	0.6	0.1
t5	u	6	4	9	3	T	5	0.35	0.6	0.7	0.8	0.8
t5	u	6	4	1	3	T	5	0.375	0.5	0.5	0.5	0.5
t5	u	6	4	11	3	T	5	0.75	0.5	0.6	0.3	0.4
t5	u	6	4	1	1	F	6	0.48	0.5	0.5	0.5	0.5
t5	u	6	4	11	1	F	6	0.875	0.5	0.6	0.3	0.4
t5	u	6	4	17	1	T	6	0.249	1	0.9	0.8	0.7
t5	u	6	4	15	1	T	6	0.45	0.6	0.4	0.5	0.3
t5	u	6	4	18	1	T	6	0.5	0.9	1	1	1
t5	u	6	4	12	1	T	6	0.79	0.7	0.6	0.8	0.5
t5	u	6	4	3	2	F	6	0.48	0.9	1	0.9	0.8
t5	u	6	4	8	2	F	6	0.89	0.7	0.7	0.6	0.5
t5	u	6	4	7	2	T	6	0.28	1	0.5	0.6	0.1
t5	u	6	4	2	2	T	6	0.3	0.5	0.5	0.3	0.1
t5	u	6	4	4	2	T	6	0.45	0.5	0.3	0.2	0.5
t5	u	6	4	6	2	T	6	0.975	0.7	0.5	0.6	0.7
t5	u	6	4	5	3	F	6	0.45	0.9	0.5	0.9	1
t5	u	6	4	13	3	F	6	0.75	1	0.9	0.5	0.1
t5	u	6	4	10	3	T	6	0.3	0.4	0.3	0.5	0.4
t5	u	6	4	14	3	T	6	0.405	0.5	0.4	0.2	0.1
t5	u	6	4	16	3	T	6	0.425	0.4	0.5	0.6	0.5
t5	u	6	4	9	3	T	6	0.5	0.6	0.7	0.8	0.8
t5	u	6	4	18	1	F	7	0.4	0.9	1	1	1
t5	u	6	4	6	1	F	7	0.895	0.7	0.5	0.6	0.7
t5	u	6	4	3	1	T	7	0.1	0.9	1	0.9	0.8
t5	u	6	4	9	1	T	7	0.6	0.6	0.7	0.8	0.8
t5	u	6	4	4	1	T	7	0.65	0.5	0.3	0.2	0.5
t5	u	6	4	15	1	T	7	0.9	0.6	0.4	0.5	0.3
t5	u	6	4	17	2	F	7	0.35	1	0.9	0.8	0.7
t5	u	6	4	2	2	F	7	0.45	0.5	0.5	0.3	0.1
t5	u	6	4	16	2	T	7	0.299	0.4	0.5	0.6	0.5
t5	u	6	4	8	2	T	7	0.395	0.7	0.7	0.6	0.5
t5	u	6	4	7	2	T	7	0.75	1	0.5	0.6	0.1
t5	u	6	4	12	2	T	7	0.792	0.7	0.6	0.8	0.5
t5	u	6	4	1	3	F	7	0.25	0.5	0.5	0.5	0.5
t5	u	6	4	11	3	F	7	0.25	0.5	0.6	0.3	0.4
t5	u	6	4	13	3	T	7	0.15	1	0.9	0.5	0.1
t5	u	6	4	10	3	T	7	0.35	0.4	0.3	0.5	0.4
t5	u	6	4	14	3	T	7	0.398	0.5	0.4	0.2	0.1
t5	u	6	4	5	3	T	7	0.43	0.9	0.5	0.9	1
t5	u	6	4	2	1	F	8	0.395	0.5	0.5	0.3	0.1
t5	u	6	4	13	1	F	8	1	1	0.9	0.5	0.1
t5	u	6	4	5	1	T	8	0.42	0.9	0.5	0.9	1
t5	u	6	4	1	1	T	8	0.8	0.5	0.5	0.5	0.5
t5	u	6	4	15	1	T	8	0.91	0.6	0.4	0.5	0.3
t5	u	6	4	11	1	T	8	0.95	0.5	0.6	0.3	0.4
t5	u	6	4	3	2	F	8	0.15	0.9	1	0.9	0.8
t5	u	6	4	7	2	F	8	0.8	1	0.5	0.6	0.1
t5	u	6	4	14	2	T	8	0.225	0.5	0.4	0.2	0.1
t5	u	6	4	6	2	T	8	0.45	0.7	0.5	0.6	0.7
t5	u	6	4	12	2	T	8	0.726	0.7	0.6	0.8	0.5
t5	u	6	4	9	2	T	8	0.85	0.6	0.7	0.8	0.8
t5	u	6	4	17	3	F	8	0.299	1	0.9	0.8	0.7
t5	u	6	4	8	3	F	8	0.54	0.7	0.7	0.6	0.5
t5	u	6	4	18	3	T	8	0.6	0.9	1	1	1
t5	u	6	4	4	3	T	8	0.7	0.5	0.3	0.2	0.5
t5	u	6	4	16	3	T	8	0.999	0.4	0.5	0.6	0.5
t5	u	6	4	10	3	T	8	1	0.4	0.3	0.5	0.4
t5	u	6	4	5	1	F	9	0.43	0.9	0.5	0.9	1
t5	u	6	4	8	1	F	9	0.699	0.7	0.7	0.6	0.5
t5	u	6	4	1	1	T	9	0.25	0.5	0.5	0.5	0.5
t5	u	6	4	18	1	T	9	0.8	0.9	1	1	1
t5	u	6	4	9	1	T	9	0.88	0.6	0.7	0.8	0.8
t5	u	6	4	3	1	T	9	0.9	0.9	1	0.9	0.8
t5	u	6	4	17	2	F	9	0.789	1	0.9	0.8	0.7
t5	u	6	4	16	2	F	9	1	0.4	0.5	0.6	0.5
t5	u	6	4	14	2	T	9	0.175	0.5	0.4	0.2	0.1
t5	u	6	4	13	2	T	9	0.2	1	0.9	0.5	0.1
t5	u	6	4	2	2	T	9	0.5	0.5	0.5	0.3	0.1
t5	u	6	4	7	2	T	9	1	1	0.5	0.6	0.1
t5	u	6	4	4	3	F	9	0.72	0.5	0.3	0.2	0.5
t5	u	6	4	12	3	F	9	0.825	0.7	0.6	0.8	0.5
t5	u	6	4	6	3	T	9	0.6	0.7	0.5	0.6	0.7
t5	u	6	4	15	3	T	9	0.97	0.6	0.4	0.5	0.3
t5	u	6	4	11	3	T	9	0.999	0.5	0.6	0.3	0.4
t5	u	6	4	10	3	T	9	1	0.4	0.3	0.5	0.4
t5	u	6	4	2	1	F	10	0.999	0.5	0.5	0.3	0.1
t5	u	6	4	7	1	F	10	1	1	0.5	0.6	0.1
t5	u	6	4	14	1	T	10	0.175	0.5	0.4	0.2	0.1
t5	u	6	4	9	1	T	10	0.2	0.6	0.7	0.8	0.8
t5	u	6	4	16	1	T	10	0.299	0.4	0.5	0.6	0.5
t5	u	6	4	6	1	T	10	0.7	0.7	0.5	0.6	0.7
t5	u	6	4	17	2	F	10	0.169	1	0.9	0.8	0.7
t5	u	6	4	8	2	F	10	0.45	0.7	0.7	0.6	0.5
t5	u	6	4	12	2	T	10	0.749	0.7	0.6	0.8	0.5
t5	u	6	4	3	2	T	10	0.799	0.9	1	0.9	0.8
t5	u	6	4	1	2	T	10	1	0.5	0.5	0.5	0.5
t5	u	6	4	13	2	T	10	1	1	0.9	0.5	0.1
t5	u	6	4	18	3	F	10	0.35	0.9	1	1	1
t5	u	6	4	11	3	F	10	1	0.5	0.6	0.3	0.4
t5	u	6	4	5	3	T	10	0.435	0.9	0.5	0.9	1
t5	u	6	4	4	3	T	10	0.65	0.5	0.3	0.2	0.5
t5	u	6	4	15	3	T	10	0.975	0.6	0.4	0.5	0.3
t5	u	6	4	10	3	T	10	1	0.4	0.3	0.5	0.4
t5	u	6	4	12	1	F	11	0.729	0.7	0.6	0.8	0.5
t5	u	6	4	15	1	F	11	0.985	0.6	0.4	0.5	0.3
t5	u	6	4	13	1	T	11	0.1	1	0.9	0.5	0.1
t5	u	6	4	7	1	T	11	0.155	1	0.5	0.6	0.1
