treat	bias	n	k	subject	market	indexed	period	price	p1	p2	p3	p4
t3	b	3	2	2	5	F	6	1	1	1	0.6	0.5
t3	b	3	2	14	5	T	6	0.008	0.5	0.6	0.4	0.5
t3	b	3	2	17	5	T	6	0.35	0.6	0.6	0.6	0.6
t3	b	3	2	3	6	F	6	0.41	0.5	0.5	0.5	0.6
t3	b	3	2	9	6	T	6	0.659	0.1	0.3	0.3	0.1
t3	b	3	2	16	6	T	6	0.7	0.6	0.4	0.5	0.6
t3	b	3	2	3	1	F	7	0.45	0.5	0.5	0.5	0.6
t3	b	3	2	14	1	T	7	0.009	0.5	0.6	0.4	0.5
t3	b	3	2	16	1	T	7	0.472	0.6	0.4	0.5	0.6
t3	b	3	2	15	2	F	7	1	0.5	0.7	0.8	0.7
t3	b	3	2	10	2	T	7	0.549	0.5	0.6	0.7	0.7
t3	b	3	2	13	2	T	7	1	0.5	0.5	0.5	0.5
t3	b	3	2	9	3	F	7	0.725	0.1	0.3	0.3	0.1
t3	b	3	2	2	3	T	7	0.4	1	1	0.6	0.5
t3	b	3	2	6	3	T	7	0.4	1	0.7	0.7	0.6
t3	b	3	2	5	4	F	7	1	0.2	0.3	0.4	0.4
t3	b	3	2	7	4	T	7	0.35	0.5	0.4	0.5	0.5
t3	b	3	2	1	4	T	7	0.359	0.2	0.4	0.4	0.5
t3	b	3	2	4	5	F	7	1	0.5	0.4	0.8	0.9
t3	b	3	2	18	5	T	7	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	11	5	T	7	0.59	1	1	0.9	0.8
t3	b	3	2	8	6	F	7	0.549	0.1	0.4	0.3	0.5
t3	b	3	2	17	6	T	7	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	12	6	T	7	0.35	0.4	0.5	0.5	0.5
t3	b	3	2	1	1	F	8	0.259	0.2	0.4	0.4	0.5
t3	b	3	2	14	1	T	8	0.012	0.5	0.6	0.4	0.5
t3	b	3	2	11	1	T	8	0.95	1	1	0.9	0.8
t3	b	3	2	10	2	F	8	1	0.5	0.6	0.7	0.7
t3	b	3	2	12	2	T	8	0.35	0.4	0.5	0.5	0.5
t3	b	3	2	9	2	T	8	0.525	0.1	0.3	0.3	0.1
t3	b	3	2	2	3	F	8	1	1	1	0.6	0.5
t3	b	3	2	7	3	T	8	0.4	0.5	0.4	0.5	0.5
t3	b	3	2	8	3	T	8	0.549	0.1	0.4	0.3	0.5
t3	b	3	2	5	4	F	8	1	0.2	0.3	0.4	0.4
t3	b	3	2	3	4	T	8	0.41	0.5	0.5	0.5	0.6
t3	b	3	2	4	4	T	8	0.8	0.5	0.4	0.8	0.9
t3	b	3	2	15	5	F	8	0.75	0.5	0.7	0.8	0.7
t3	b	3	2	16	5	T	8	0.22	0.6	0.4	0.5	0.6
t3	b	3	2	18	5	T	8	0.289	0.6	0.5	0.5	0.4
t3	b	3	2	6	6	F	8	1	1	0.7	0.7	0.6
t3	b	3	2	17	6	T	8	0.275	0.6	0.6	0.6	0.6
t3	b	3	2	13	6	T	8	1	0.5	0.5	0.5	0.5
t3	b	3	2	6	1	F	9	1	1	0.7	0.7	0.6
t3	b	3	2	10	1	T	9	0.449	0.5	0.6	0.7	0.7
t3	b	3	2	8	1	T	9	0.549	0.1	0.4	0.3	0.5
t3	b	3	2	16	2	F	9	0.351	0.6	0.4	0.5	0.6
t3	b	3	2	5	2	T	9	0.5	0.2	0.3	0.4	0.4
t3	b	3	2	11	2	T	9	1	1	1	0.9	0.8
t3	b	3	2	9	3	F	9	0.89	0.1	0.3	0.3	0.1
t3	b	3	2	2	3	T	9	0.4	1	1	0.6	0.5
t3	b	3	2	7	3	T	9	0.401	0.5	0.4	0.5	0.5
t3	b	3	2	12	4	F	9	1	0.4	0.5	0.5	0.5
t3	b	3	2	18	4	T	9	0.2	0.6	0.5	0.5	0.4
t3	b	3	2	17	4	T	9	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	15	5	F	9	1	0.5	0.7	0.8	0.7
t3	b	3	2	3	5	T	9	0.42	0.5	0.5	0.5	0.6
t3	b	3	2	4	5	T	9	0.875	0.5	0.4	0.8	0.9
t3	b	3	2	14	6	F	9	0.003	0.5	0.6	0.4	0.5
t3	b	3	2	1	6	T	9	0.289	0.2	0.4	0.4	0.5
t3	b	3	2	13	6	T	9	1	0.5	0.5	0.5	0.5
t3	b	3	2	14	1	F	10	0.009	0.5	0.6	0.4	0.5
t3	b	3	2	11	1	T	10	0.49	1	1	0.9	0.8
t3	b	3	2	13	1	T	10	1	0.5	0.5	0.5	0.5
t3	b	3	2	6	2	F	10	1	1	0.7	0.7	0.6
t3	b	3	2	2	2	T	10	0.4	1	1	0.6	0.5
t3	b	3	2	8	2	T	10	0.448	0.1	0.4	0.3	0.5
t3	b	3	2	4	3	F	10	1	0.5	0.4	0.8	0.9
t3	b	3	2	5	3	T	10	0.55	0.2	0.3	0.4	0.4
t3	b	3	2	16	3	T	10	0.65	0.6	0.4	0.5	0.6
t3	b	3	2	15	4	F	10	1	0.5	0.7	0.8	0.7
t3	b	3	2	17	4	T	10	0.2	0.6	0.6	0.6	0.6
t3	b	3	2	1	4	T	10	1	0.2	0.4	0.4	0.5
t3	b	3	2	10	5	F	10	1	0.5	0.6	0.7	0.7
t3	b	3	2	3	5	T	10	0.42	0.5	0.5	0.5	0.6
t3	b	3	2	9	5	T	10	0.995	0.1	0.3	0.3	0.1
t3	b	3	2	18	6	F	10	0.999	0.6	0.5	0.5	0.4
t3	b	3	2	12	6	T	10	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	7	6	T	10	0.4	0.5	0.4	0.5	0.5
t3	b	3	2	8	1	F	11	0.399	0.1	0.4	0.3	0.5
t3	b	3	2	3	1	T	11	0.42	0.5	0.5	0.5	0.6
t3	b	3	2	9	1	T	11	0.88	0.1	0.3	0.3	0.1
t3	b	3	2	14	2	F	11	0.005	0.5	0.6	0.4	0.5
t3	b	3	2	18	2	T	11	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	16	2	T	11	1	0.6	0.4	0.5	0.6
t3	b	3	2	12	3	F	11	1	0.4	0.5	0.5	0.5
t3	b	3	2	17	3	T	11	0.25	0.6	0.6	0.6	0.6
t3	b	3	2	13	3	T	11	1	0.5	0.5	0.5	0.5
t3	b	3	2	6	4	F	11	1	1	0.7	0.7	0.6
t3	b	3	2	11	4	T	11	0.49	1	1	0.9	0.8
t3	b	3	2	1	4	T	11	1	0.2	0.4	0.4	0.5
t3	b	3	2	4	5	F	11	1	0.5	0.4	0.8	0.9
t3	b	3	2	2	5	T	11	0.4	1	1	0.6	0.5
t3	b	3	2	5	5	T	11	0.6	0.2	0.3	0.4	0.4
t3	b	3	2	15	6	F	11	1	0.5	0.7	0.8	0.7
t3	b	3	2	7	6	T	11	0.3	0.5	0.4	0.5	0.5
t3	b	3	2	10	6	T	11	0.549	0.5	0.6	0.7	0.7
t3	b	3	2	18	1	F	12	1	0.6	0.5	0.5	0.4
t3	b	3	2	17	1	T	12	0.275	0.6	0.6	0.6	0.6
t3	b	3	2	6	1	T	12	0.424	1	0.7	0.7	0.6
t3	b	3	2	12	2	F	12	1	0.4	0.5	0.5	0.5
t3	b	3	2	4	2	T	12	0.55	0.5	0.4	0.8	0.9
t3	b	3	2	13	2	T	12	1	0.5	0.5	0.5	0.5
t3	b	3	2	16	3	F	12	0.333	0.6	0.4	0.5	0.6
t3	b	3	2	11	3	T	12	0.495	1	1	0.9	0.8
t3	b	3	2	15	3	T	12	0.75	0.5	0.7	0.8	0.7
t3	b	3	2	8	4	F	12	1	0.1	0.4	0.3	0.5
t3	b	3	2	14	4	T	12	0.014	0.5	0.6	0.4	0.5
t3	b	3	2	3	4	T	12	0.42	0.5	0.5	0.5	0.6
t3	b	3	2	9	5	F	12	0.659	0.1	0.3	0.3	0.1
t3	b	3	2	1	5	T	12	0.394	0.2	0.4	0.4	0.5
t3	b	3	2	5	5	T	12	0.45	0.2	0.3	0.4	0.4
t3	b	3	2	2	6	F	12	1	1	1	0.6	0.5
t3	b	3	2	7	6	T	12	0.3	0.5	0.4	0.5	0.5
t3	b	3	2	10	6	T	12	0.349	0.5	0.6	0.7	0.7
t3	b	3	2	13	1	F	13	1	0.5	0.5	0.5	0.5
t3	b	3	2	1	1	T	13	0.299	0.2	0.4	0.4	0.5
t3	b	3	2	2	1	T	13	0.4	1	1	0.6	0.5
t3	b	3	2	8	2	F	13	1	0.1	0.4	0.3	0.5
t3	b	3	2	17	2	T	13	0.29	0.6	0.6	0.6	0.6
t3	b	3	2	3	2	T	13	0.355	0.5	0.5	0.5	0.6
t3	b	3	2	6	3	F	13	1	1	0.7	0.7	0.6
t3	b	3	2	10	3	T	13	0.275	0.5	0.6	0.7	0.7
t3	b	3	2	4	3	T	13	0.55	0.5	0.4	0.8	0.9
t3	b	3	2	12	4	F	13	1	0.4	0.5	0.5	0.5
t3	b	3	2	7	4	T	13	0.35	0.5	0.4	0.5	0.5
t3	b	3	2	9	4	T	13	0.995	0.1	0.3	0.3	0.1
t3	b	3	2	11	5	F	13	1	1	1	0.9	0.8
t3	b	3	2	18	5	T	13	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	15	5	T	13	0.489	0.5	0.7	0.8	0.7
t3	b	3	2	14	6	F	13	0.025	0.5	0.6	0.4	0.5
t3	b	3	2	5	6	T	13	0.4	0.2	0.3	0.4	0.4
t3	b	3	2	16	6	T	13	0.873	0.6	0.4	0.5	0.6
t3	b	3	2	2	1	F	14	1	1	1	0.6	0.5
t3	b	3	2	11	1	T	14	0.495	1	1	0.9	0.8
t3	b	3	2	9	1	T	14	0.799	0.1	0.3	0.3	0.1
t3	b	3	2	13	2	F	14	1	0.5	0.5	0.5	0.5
t3	b	3	2	18	2	T	14	0.299	0.6	0.5	0.5	0.4
t3	b	3	2	1	2	T	14	0.309	0.2	0.4	0.4	0.5
t3	b	3	2	5	3	F	14	1	0.2	0.3	0.4	0.4
t3	b	3	2	7	3	T	14	0.375	0.5	0.4	0.5	0.5
t3	b	3	2	4	3	T	14	0.85	0.5	0.4	0.8	0.9
t3	b	3	2	14	4	F	14	0.011	0.5	0.6	0.4	0.5
t3	b	3	2	15	4	T	14	0.299	0.5	0.7	0.8	0.7
t3	b	3	2	6	4	T	14	1	1	0.7	0.7	0.6
t3	b	3	2	3	5	F	14	0.41	0.5	0.5	0.5	0.6
t3	b	3	2	12	5	T	14	0.35	0.4	0.5	0.5	0.5
t3	b	3	2	8	5	T	14	0.499	0.1	0.4	0.3	0.5
t3	b	3	2	17	6	F	14	1	0.6	0.6	0.6	0.6
t3	b	3	2	10	6	T	14	0.449	0.5	0.6	0.7	0.7
t3	b	3	2	16	6	T	14	0.55	0.6	0.4	0.5	0.6
t3	b	3	2	4	1	F	15	1	0.5	0.4	0.8	0.9
t3	b	3	2	10	1	T	15	0.429	0.5	0.6	0.7	0.7
t3	b	3	2	11	1	T	15	0.55	1	1	0.9	0.8
t3	b	3	2	3	2	F	15	0.3	0.5	0.5	0.5	0.6
t3	b	3	2	7	2	T	15	0.39	0.5	0.4	0.5	0.5
t3	b	3	2	13	2	T	15	1	0.5	0.5	0.5	0.5
t3	b	3	2	14	3	F	15	0.1	0.5	0.6	0.4	0.5
t3	b	3	2	1	3	T	15	0.252	0.2	0.4	0.4	0.5
t3	b	3	2	15	3	T	15	0.75	0.5	0.7	0.8	0.7
t3	b	3	2	18	4	F	15	0.899	0.6	0.5	0.5	0.4
t3	b	3	2	12	4	T	15	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	6	4	T	15	0.4	1	0.7	0.7	0.6
t3	b	3	2	8	5	F	15	0.299	0.1	0.4	0.3	0.5
t3	b	3	2	17	5	T	15	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	5	5	T	15	0.5	0.2	0.3	0.4	0.4
t3	b	3	2	2	6	F	15	0.35	1	1	0.6	0.5
t3	b	3	2	9	6	T	15	0.91	0.1	0.3	0.3	0.1
t3	b	3	2	16	6	T	15	0.979	0.6	0.4	0.5	0.6
t3	b	3	2	4	1	F	16	1	0.5	0.4	0.8	0.9
t3	b	3	2	1	1	T	16	0.289	0.2	0.4	0.4	0.5
t3	b	3	2	5	1	T	16	0.475	0.2	0.3	0.4	0.4
t3	b	3	2	6	2	F	16	1	1	0.7	0.7	0.6
t3	b	3	2	9	2	T	16	0.909	0.1	0.3	0.3	0.1
t3	b	3	2	13	2	T	16	1	0.5	0.5	0.5	0.5
t3	b	3	2	16	3	F	16	0.035	0.6	0.4	0.5	0.6
t3	b	3	2	12	3	T	16	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	2	3	T	16	0.4	1	1	0.6	0.5
t3	b	3	2	14	4	F	16	0.35	0.5	0.6	0.4	0.5
t3	b	3	2	18	4	T	16	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	17	4	T	16	0.31	0.6	0.6	0.6	0.6
t3	b	3	2	3	5	F	16	0.3	0.5	0.5	0.5	0.6
t3	b	3	2	8	5	T	16	0.299	0.1	0.4	0.3	0.5
t3	b	3	2	7	5	T	16	0.395	0.5	0.4	0.5	0.5
t3	b	3	2	15	6	F	16	1	0.5	0.7	0.8	0.7
t3	b	3	2	11	6	T	16	0.495	1	1	0.9	0.8
t3	b	3	2	10	6	T	16	0.729	0.5	0.6	0.7	0.7
t3	b	3	2	15	1	F	17	1	0.5	0.7	0.8	0.7
t3	b	3	2	12	1	T	17	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	6	1	T	17	1	1	0.7	0.7	0.6
t3	b	3	2	3	2	F	17	0.3	0.5	0.5	0.5	0.6
t3	b	3	2	8	2	T	17	0.299	0.1	0.4	0.3	0.5
t3	b	3	2	5	2	T	17	0.345	0.2	0.3	0.4	0.4
t3	b	3	2	10	3	F	17	1	0.5	0.6	0.7	0.7
t3	b	3	2	18	3	T	17	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	16	3	T	17	0.735	0.6	0.4	0.5	0.6
t3	b	3	2	11	4	F	17	1	1	1	0.9	0.8
t3	b	3	2	2	4	T	17	0.35	1	1	0.6	0.5
t3	b	3	2	14	4	T	17	0.55	0.5	0.6	0.4	0.5
t3	b	3	2	7	5	F	17	0.7	0.5	0.4	0.5	0.5
t3	b	3	2	1	5	T	17	0.262	0.2	0.4	0.4	0.5
t3	b	3	2	4	5	T	17	0.55	0.5	0.4	0.8	0.9
t3	b	3	2	13	6	F	17	1	0.5	0.5	0.5	0.5
t3	b	3	2	17	6	T	17	0.25	0.6	0.6	0.6	0.6
t3	b	3	2	9	6	T	17	0.905	0.1	0.3	0.3	0.1
t3	b	3	2	3	1	F	18	0.298	0.5	0.5	0.5	0.6
t3	b	3	2	4	1	T	18	0.65	0.5	0.4	0.8	0.9
t3	b	3	2	13	1	T	18	1	0.5	0.5	0.5	0.5
t3	b	3	2	9	2	F	18	0.907	0.1	0.3	0.3	0.1
t3	b	3	2	10	2	T	18	0.398	0.5	0.6	0.7	0.7
t3	b	3	2	2	2	T	18	0.399	1	1	0.6	0.5
t3	b	3	2	7	3	F	18	0.55	0.5	0.4	0.5	0.5
t3	b	3	2	14	3	T	18	0.75	0.5	0.6	0.4	0.5
t3	b	3	2	15	3	T	18	0.999	0.5	0.7	0.8	0.7
t3	b	3	2	17	4	F	18	1	0.6	0.6	0.6	0.6
t3	b	3	2	12	4	T	18	0.5	0.4	0.5	0.5	0.5
t3	b	3	2	16	4	T	18	0.804	0.6	0.4	0.5	0.6
t3	b	3	2	8	5	F	18	1	0.1	0.4	0.3	0.5
t3	b	3	2	18	5	T	18	0.255	0.6	0.5	0.5	0.4
t3	b	3	2	5	5	T	18	0.275	0.2	0.3	0.4	0.4
t3	b	3	2	6	6	F	18	1	1	0.7	0.7	0.6
t3	b	3	2	1	6	T	18	0.288	0.2	0.4	0.4	0.5
t3	b	3	2	11	6	T	18	0.495	1	1	0.9	0.8
t3	b	3	2	2	1	F	19	1	1	1	0.6	0.5
t3	b	3	2	17	1	T	19	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	9	1	T	19	0.885	0.1	0.3	0.3	0.1
t3	b	3	2	14	2	F	19	0.685	0.5	0.6	0.4	0.5
t3	b	3	2	15	2	T	19	0.299	0.5	0.7	0.8	0.7
t3	b	3	2	3	2	T	19	0.4	0.5	0.5	0.5	0.6
t3	b	3	2	7	3	F	19	0.425	0.5	0.4	0.5	0.5
t3	b	3	2	5	3	T	19	0.254	0.2	0.3	0.4	0.4
t3	b	3	2	4	3	T	19	0.625	0.5	0.4	0.8	0.9
t3	b	3	2	18	4	F	19	1	0.6	0.5	0.5	0.4
t3	b	3	2	1	4	T	19	0.294	0.2	0.4	0.4	0.5
t3	b	3	2	12	4	T	19	0.6	0.4	0.5	0.5	0.5
t3	b	3	2	16	5	F	19	0.642	0.6	0.4	0.5	0.6
t3	b	3	2	11	5	T	19	0.495	1	1	0.9	0.8
t3	b	3	2	13	5	T	19	1	0.5	0.5	0.5	0.5
t3	b	3	2	8	6	F	19	1	0.1	0.4	0.3	0.5
t3	b	3	2	10	6	T	19	0.308	0.5	0.6	0.7	0.7
t3	b	3	2	6	6	T	19	1	1	0.7	0.7	0.6
t3	b	3	2	14	1	F	20	0.8	0.5	0.6	0.4	0.5
t3	b	3	2	18	1	T	20	0.279	0.6	0.5	0.5	0.4
t3	b	3	2	9	1	T	20	0.987	0.1	0.3	0.3	0.1
t3	b	3	2	1	2	F	20	1	0.2	0.4	0.4	0.5
t3	b	3	2	15	2	T	20	0.293	0.5	0.7	0.8	0.7
t3	b	3	2	13	2	T	20	1	0.5	0.5	0.5	0.5
t3	b	3	2	5	3	F	20	1	0.2	0.3	0.4	0.4
t3	b	3	2	4	3	T	20	0.75	0.5	0.4	0.8	0.9
t3	b	3	2	6	3	T	20	1	1	0.7	0.7	0.6
t3	b	3	2	12	4	F	20	1	0.4	0.5	0.5	0.5
t3	b	3	2	3	4	T	20	0.298	0.5	0.5	0.5	0.6
t3	b	3	2	11	4	T	20	0.495	1	1	0.9	0.8
t3	b	3	2	17	5	F	20	1	0.6	0.6	0.6	0.6
t3	b	3	2	2	5	T	20	0.299	1	1	0.6	0.5
t3	b	3	2	16	5	T	20	1	0.6	0.4	0.5	0.6
t3	b	3	2	7	6	F	20	0.29	0.5	0.4	0.5	0.5
t3	b	3	2	8	6	T	20	0.305	0.1	0.4	0.3	0.5
t3	b	3	2	10	6	T	20	0.449	0.5	0.6	0.7	0.7
t3	b	3	2	17	1	F	21	1	0.6	0.6	0.6	0.6
t3	b	3	2	16	1	T	21	0.999	0.6	0.4	0.5	0.6
t3	b	3	2	11	1	T	21	1	1	1	0.9	0.8
t3	b	3	2	10	2	F	21	1	0.5	0.6	0.7	0.7
t3	b	3	2	15	2	T	21	0.29	0.5	0.7	0.8	0.7
t3	b	3	2	9	2	T	21	0.925	0.1	0.3	0.3	0.1
t3	b	3	2	13	3	F	21	1	0.5	0.5	0.5	0.5
t3	b	3	2	8	3	T	21	0.289	0.1	0.4	0.3	0.5
t3	b	3	2	2	3	T	21	0.35	1	1	0.6	0.5
t3	b	3	2	5	4	F	21	1	0.2	0.3	0.4	0.4
t3	b	3	2	3	4	T	21	0.298	0.5	0.5	0.5	0.6
t3	b	3	2	6	4	T	21	0.35	1	0.7	0.7	0.6
t3	b	3	2	1	5	F	21	1	0.2	0.4	0.4	0.5
t3	b	3	2	12	5	T	21	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	4	5	T	21	0.75	0.5	0.4	0.8	0.9
t3	b	3	2	14	6	F	21	0.75	0.5	0.6	0.4	0.5
t3	b	3	2	7	6	T	21	0.29	0.5	0.4	0.5	0.5
t3	b	3	2	18	6	T	21	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	13	1	F	22	1	0.5	0.5	0.5	0.5
t3	b	3	2	18	1	T	22	0.28	0.6	0.5	0.5	0.4
t3	b	3	2	3	1	T	22	0.298	0.5	0.5	0.5	0.6
t3	b	3	2	11	2	F	22	1	1	1	0.9	0.8
t3	b	3	2	17	2	T	22	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	2	2	T	22	1	1	1	0.6	0.5
t3	b	3	2	12	3	F	22	1	0.4	0.5	0.5	0.5
t3	b	3	2	15	3	T	22	0.499	0.5	0.7	0.8	0.7
t3	b	3	2	14	3	T	22	0.55	0.5	0.6	0.4	0.5
t3	b	3	2	1	4	F	22	1	0.2	0.4	0.4	0.5
t3	b	3	2	10	4	T	22	0.298	0.5	0.6	0.7	0.7
t3	b	3	2	6	4	T	22	1	1	0.7	0.7	0.6
t3	b	3	2	8	5	F	22	1	0.1	0.4	0.3	0.5
t3	b	3	2	7	5	T	22	0.325	0.5	0.4	0.5	0.5
t3	b	3	2	16	5	T	22	0.987	0.6	0.4	0.5	0.6
t3	b	3	2	5	6	F	22	1	0.2	0.3	0.4	0.4
t3	b	3	2	4	6	T	22	0.802	0.5	0.4	0.8	0.9
t3	b	3	2	9	6	T	22	0.987	0.1	0.3	0.3	0.1
t3	b	3	2	4	1	F	23	1	0.5	0.4	0.8	0.9
t3	b	3	2	9	1	T	23	0.999	0.1	0.3	0.3	0.1
t3	b	3	2	2	1	T	23	1	1	1	0.6	0.5
t3	b	3	2	6	2	F	23	1	1	0.7	0.7	0.6
t3	b	3	2	10	2	T	23	0.297	0.5	0.6	0.7	0.7
t3	b	3	2	5	2	T	23	0.345	0.2	0.3	0.4	0.4
t3	b	3	2	13	3	F	23	1	0.5	0.5	0.5	0.5
t3	b	3	2	3	3	T	23	0.299	0.5	0.5	0.5	0.6
t3	b	3	2	8	3	T	23	0.986	0.1	0.4	0.3	0.5
t3	b	3	2	17	4	F	23	1	0.6	0.6	0.6	0.6
t3	b	3	2	14	4	T	23	0.875	0.5	0.6	0.4	0.5
t3	b	3	2	11	4	T	23	0.99	1	1	0.9	0.8
t3	b	3	2	16	5	F	23	0.799	0.6	0.4	0.5	0.6
t3	b	3	2	1	5	T	23	0.252	0.2	0.4	0.4	0.5
t3	b	3	2	12	5	T	23	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	7	6	F	23	0.7	0.5	0.4	0.5	0.5
t3	b	3	2	18	6	T	23	0.25	0.6	0.5	0.5	0.4
t3	b	3	2	15	6	T	23	0.489	0.5	0.7	0.8	0.7
t3	b	3	2	3	1	F	24	0.41	0.5	0.5	0.5	0.6
t3	b	3	2	18	1	T	24	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	4	1	T	24	0.85	0.5	0.4	0.8	0.9
t3	b	3	2	5	2	F	24	0.259	0.2	0.3	0.4	0.4
t3	b	3	2	1	2	T	24	0.292	0.2	0.4	0.4	0.5
t3	b	3	2	6	2	T	24	1	1	0.7	0.7	0.6
t3	b	3	2	11	3	F	24	1	1	1	0.9	0.8
t3	b	3	2	10	3	T	24	0.999	0.5	0.6	0.7	0.7
t3	b	3	2	13	3	T	24	1	0.5	0.5	0.5	0.5
t3	b	3	2	16	4	F	24	0.137	0.6	0.4	0.5	0.6
t3	b	3	2	15	4	T	24	0.199	0.5	0.7	0.8	0.7
t3	b	3	2	14	4	T	24	0.9	0.5	0.6	0.4	0.5
t3	b	3	2	12	5	F	24	1	0.4	0.5	0.5	0.5
t3	b	3	2	8	5	T	24	0.298	0.1	0.4	0.3	0.5
t3	b	3	2	7	5	T	24	0.375	0.5	0.4	0.5	0.5
t3	b	3	2	9	6	F	24	0.998	0.1	0.3	0.3	0.1
t3	b	3	2	17	6	T	24	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	2	6	T	24	1	1	1	0.6	0.5
t3	b	3	2	16	1	F	25	0.545	0.6	0.4	0.5	0.6
t3	b	3	2	18	1	T	25	0.299	0.6	0.5	0.5	0.4
t3	b	3	2	7	1	T	25	0.35	0.5	0.4	0.5	0.5
t3	b	3	2	17	2	F	25	1	0.6	0.6	0.6	0.6
t3	b	3	2	5	2	T	25	0.254	0.2	0.3	0.4	0.4
t3	b	3	2	3	2	T	25	0.298	0.5	0.5	0.5	0.6
t3	b	3	2	11	3	F	25	1	1	1	0.9	0.8
t3	b	3	2	4	3	T	25	0.65	0.5	0.4	0.8	0.9
t3	b	3	2	9	3	T	25	0.987	0.1	0.3	0.3	0.1
t3	b	3	2	1	4	F	25	1	0.2	0.4	0.4	0.5
t3	b	3	2	15	4	T	25	0.099	0.5	0.7	0.8	0.7
t3	b	3	2	2	4	T	25	1	1	1	0.6	0.5
t3	b	3	2	14	5	F	25	0.999	0.5	0.6	0.4	0.5
t3	b	3	2	8	5	T	25	0.374	0.1	0.4	0.3	0.5
t3	b	3	2	6	5	T	25	1	1	0.7	0.7	0.6
t3	b	3	2	13	6	F	25	1	0.5	0.5	0.5	0.5
t3	b	3	2	12	6	T	25	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	10	6	T	25	0.998	0.5	0.6	0.7	0.7
t3	b	3	2	7	1	F	26	0.8	0.5	0.4	0.5	0.5
t3	b	3	2	18	1	T	26	0.3	0.6	0.5	0.5	0.4
t3	b	3	2	16	1	T	26	0.998	0.6	0.4	0.5	0.6
t3	b	3	2	5	2	F	26	1	0.2	0.3	0.4	0.4
t3	b	3	2	17	2	T	26	0.3	0.6	0.6	0.6	0.6
t3	b	3	2	10	2	T	26	0.899	0.5	0.6	0.7	0.7
t3	b	3	2	1	3	F	26	1	0.2	0.4	0.4	0.5
t3	b	3	2	9	3	T	26	0.984	0.1	0.3	0.3	0.1
t3	b	3	2	2	3	T	26	1	1	1	0.6	0.5
t3	b	3	2	6	4	F	26	1	1	0.7	0.7	0.6
t3	b	3	2	12	4	T	26	0.5	0.4	0.5	0.5	0.5
t3	b	3	2	8	4	T	26	0.98	0.1	0.4	0.3	0.5
t3	b	3	2	11	5	F	26	1	1	1	0.9	0.8
t3	b	3	2	4	5	T	26	0.65	0.5	0.4	0.8	0.9
t3	b	3	2	14	5	T	26	0.889	0.5	0.6	0.4	0.5
t3	b	3	2	3	6	F	26	0.41	0.5	0.5	0.5	0.6
t3	b	3	2	15	6	T	26	0.75	0.5	0.7	0.8	0.7
t3	b	3	2	13	6	T	26	1	0.5	0.5	0.5	0.5
t3	b	3	2	2	1	F	27	1	1	1	0.6	0.5
t3	b	3	2	1	1	T	27	0.387	0.2	0.4	0.4	0.5
t3	b	3	2	8	1	T	27	0.499	0.1	0.4	0.3	0.5
t3	b	3	2	16	2	F	27	0.6	0.6	0.4	0.5	0.6
t3	b	3	2	17	2	T	27	0.35	0.6	0.6	0.6	0.6
t3	b	3	2	15	2	T	27	0.599	0.5	0.7	0.8	0.7
t3	b	3	2	6	3	F	27	1	1	0.7	0.7	0.6
t3	b	3	2	9	3	T	27	0.992	0.1	0.3	0.3	0.1
t3	b	3	2	13	3	T	27	1	0.5	0.5	0.5	0.5
t3	b	3	2	11	4	F	27	1	1	1	0.9	0.8
t3	b	3	2	10	4	T	27	0.649	0.5	0.6	0.7	0.7
t3	b	3	2	4	4	T	27	0.65	0.5	0.4	0.8	0.9
t3	b	3	2	14	5	F	27	0.745	0.5	0.6	0.4	0.5
t3	b	3	2	5	5	T	27	0.299	0.2	0.3	0.4	0.4
t3	b	3	2	7	5	T	27	0.325	0.5	0.4	0.5	0.5
t3	b	3	2	3	6	F	27	0.6	0.5	0.5	0.5	0.6
t3	b	3	2	18	6	T	27	0.265	0.6	0.5	0.5	0.4
t3	b	3	2	12	6	T	27	0.375	0.4	0.5	0.5	0.5
t3	b	3	2	15	1	F	28	1	0.5	0.7	0.8	0.7
t3	b	3	2	4	1	T	28	0.625	0.5	0.4	0.8	0.9
t3	b	3	2	9	1	T	28	0.965	0.1	0.3	0.3	0.1
t3	b	3	2	12	2	F	28	1	0.4	0.5	0.5	0.5
t3	b	3	2	7	2	T	28	0.29	0.5	0.4	0.5	0.5
